,name,initial_method,n_qubits,m_state,n_g2_initial,time_initial,n_g2_qiskit,time_qiskit,n_g2_bqskit_flow,time_bqskit_flow,n_g2_ours,time_ours
147,Random-Sparse-Uniform,n_flow,3,3,6,0.0008276799926534295,6,0.005634606000967324,6,3.7029677949904,2,0.001398732973029837
148,Random-Sparse-Uniform,n_flow,4,4,14,0.0012266830017324537,14,0.008613198006059974,14,2.4317126169917174,6,0.0030852110066916794
149,Random-Sparse-Uniform,m_flow,5,5,11,0.009512582997558638,10,0.03626868600258604,10,1.438112703996012,8,0.0019276779785286635
150,Random-Sparse-Uniform,m_flow,6,6,13,0.014483053993899375,12,0.026464639988262206,13,1.604875452001579,10,0.002677451993804425
151,Random-Sparse-Uniform,m_flow,7,7,23,0.046390825998969376,23,0.011379118979675695,21,2.1814659529773053,19,0.004252574988640845
152,Random-Sparse-Uniform,m_flow,8,8,25,0.10915073301293887,24,0.0413939050049521,24,1.5243278940033633,19,0.004718732991022989
153,Random-Sparse-Uniform,m_flow,9,9,38,0.48445507799624465,36,0.024570476991357282,36,4.095557544002077,33,0.007599843986099586
154,Random-Sparse-Nonuniform,n_flow,3,3,6,0.0007190779724624008,6,0.00567715399665758,6,2.6364536769979168,2,0.001019256975268945
155,Random-Sparse-Nonuniform,n_flow,4,4,14,0.0014373850135598332,14,0.010120455990545452,16,2.62316647201078,5,0.002950972004327923
156,Random-Sparse-Nonuniform,m_flow,5,5,9,0.009602988982805982,9,0.006621082982746884,9,1.254127972992137,6,0.0017977759998757392
157,Random-Sparse-Nonuniform,m_flow,6,6,17,0.022970327001530677,16,0.03838761997758411,14,1.4390089119842742,13,0.002832521015079692
158,Random-Sparse-Nonuniform,m_flow,7,7,25,0.0989286069816444,20,0.06420567000168376,23,5.491825520992279,20,0.005358321010135114
159,Random-Sparse-Nonuniform,m_flow,8,8,34,0.20913951299735345,33,0.0425602929899469,33,1.8221094270120375,30,0.00629100899095647
160,Random-Sparse-Nonuniform,m_flow,9,9,34,0.42362631802097894,30,0.8829211500124075,30,2.888612221024232,29,0.008130071975756437
161,Random-Dense-Uniform,n_flow,3,4,6,0.0008383299864362925,6,0.005487051996169612,5,3.108630792994518,3,0.0016140130173880607
162,Random-Dense-Uniform,n_flow,4,8,14,0.0014840919757261872,14,0.010380036022979766,16,3.2592230650188867,13,0.005507169000338763
163,Random-Dense-Uniform,n_flow,5,16,28,0.0023571960045956075,28,0.01666705700336024,32,4.332394281984307,28,0.01724524301243946
164,Random-Dense-Uniform,n_flow,6,32,62,0.004461411008378491,62,0.035197273013181984,64,5.116092765994836,61,0.08099249898805283
165,Random-Dense-Uniform,n_flow,7,64,126,0.015812558005563915,126,0.07706600197707303,162,7.379152822017204,125,0.3007954090135172
166,Random-Dense-Uniform,n_flow,8,128,254,0.0499001260031946,254,0.26466603999142535,284,11.295094700995833,253,1.1532372609945014
167,Random-Dense-Uniform,n_flow,9,256,510,0.06402748599066399,508,0.5343607719987631,641,12.493697136989795,509,5.524693062005099
168,Random-Dense-Nonuniform,n_flow,3,4,6,0.0009556579752825201,6,0.006017578998580575,6,3.137466902990127,3,0.0018408659962005913
169,Random-Dense-Nonuniform,n_flow,4,8,14,0.0013793169928248972,14,0.01215203499305062,14,3.616405011009192,13,0.0053809829987585545
170,Random-Dense-Nonuniform,n_flow,5,16,30,0.0022416319989133626,30,0.019561163993785158,32,2.810528258996783,29,0.016093349986476824
171,Random-Dense-Nonuniform,n_flow,6,32,62,0.005905979982344434,62,0.04363639798248187,73,6.819171619019471,61,0.0656160640064627
172,Random-Dense-Nonuniform,n_flow,7,64,126,0.013547451002523303,126,0.08941970200976357,159,7.753858684009174,125,0.29285980001441203
173,Random-Dense-Nonuniform,n_flow,8,128,254,0.04017707100138068,254,0.27596012101275846,302,11.419028403994162,253,1.23830330799683
174,Random-Dense-Nonuniform,n_flow,9,256,510,0.06525529199279845,510,0.654974097997183,659,13.14636550899013,509,5.483283749024849
175,Random-Sparse-Uniform,n_flow,3,3,2,0.0005394940089900047,2,0.0038185669982340187,2,0.9670957350172102,1,0.0007267729961313307
176,Random-Sparse-Uniform,n_flow,4,4,14,0.0012823959987144917,13,0.022163557005114853,17,1.7422498009982519,5,0.002894325996749103
177,Random-Sparse-Uniform,m_flow,5,5,10,0.006248480000067502,9,0.01575138501357287,12,2.943890216993168,8,0.0025792489759624004
178,Random-Sparse-Uniform,m_flow,6,6,19,0.028417186986189336,19,0.010628070012899116,19,2.2015930649940856,16,0.003502158011542633
179,Random-Sparse-Uniform,m_flow,7,7,22,0.047928132000379264,20,0.020047946978593245,21,2.7554705060028937,17,0.004376925004180521
180,Random-Sparse-Uniform,m_flow,8,8,30,0.23536390499793924,30,0.01354962500045076,30,1.7710354489972815,26,0.005736666003940627
181,Random-Sparse-Uniform,m_flow,9,9,41,0.4614066859940067,39,0.0280010019778274,38,1.513514218997443,35,0.0070349300222005695
182,Random-Sparse-Nonuniform,n_flow,3,3,6,0.0007963519892655313,6,0.005157526989933103,3,1.1589354219904635,3,0.0013369480147957802
183,Random-Sparse-Nonuniform,n_flow,4,4,14,0.001254583999980241,14,0.008676397992530838,14,5.896930924005574,4,0.0026621349970810115
184,Random-Sparse-Nonuniform,m_flow,5,5,11,0.008025884017115459,9,0.04065466902102344,10,1.4865549180249218,8,0.001889785984531045
185,Random-Sparse-Nonuniform,m_flow,6,6,13,0.02182027799426578,12,0.02651496499311179,12,2.549128671991639,10,0.0026911979948636144
186,Random-Sparse-Nonuniform,m_flow,7,7,17,0.042096201999811456,17,0.010340341978007928,17,1.4881953299918678,12,0.0034406830091029406
187,Random-Sparse-Nonuniform,m_flow,8,8,28,0.22492565200082026,26,0.02208425902063027,26,1.5482682250149082,24,0.005905450991122052
188,Random-Sparse-Nonuniform,m_flow,9,9,41,0.4410880709765479,39,0.02685928498976864,38,2.3621575589932036,37,0.008347302995389327
189,Random-Dense-Uniform,n_flow,3,4,2,0.000748352991649881,1,0.012324823997914791,2,0.9677705340145621,1,0.0009059960138984025
190,Random-Dense-Uniform,n_flow,4,8,14,0.0015496429987251759,14,0.008960005012340844,14,2.884598803007975,13,0.004690970992669463
191,Random-Dense-Uniform,n_flow,5,16,28,0.0024081110022962093,28,0.016846671991515905,30,5.37149753398262,28,0.016308861988363788
192,Random-Dense-Uniform,n_flow,6,32,62,0.004279876011423767,62,0.03634720100671984,84,7.130388567020418,61,0.08153334399685264
193,Random-Dense-Uniform,n_flow,7,64,126,0.015122754004551098,124,0.07562494798912667,157,5.958056043979013,125,0.4232501910009887
194,Random-Dense-Uniform,n_flow,8,128,254,0.04140016599558294,252,0.17705997999291867,334,12.405753121012822,253,1.2387758340046275
195,Random-Dense-Uniform,n_flow,9,256,510,0.06684309401316568,510,0.6170572859991807,655,12.939845893997699,509,5.276279195008101
196,Random-Dense-Nonuniform,n_flow,3,4,6,0.0007949889986775815,6,0.005772153002908453,6,3.0837561990192626,2,0.0010433720017317683
197,Random-Dense-Nonuniform,n_flow,4,8,14,0.0021866389724891633,14,0.011326420004479587,14,4.520104939991143,11,0.0042141030135098845
