,name,initial_method,n_qubits,m_state,n_g2_initial,time_initial,n_g2_qiskit,time_qiskit,n_g2_bqskit_flow,time_bqskit_flow,n_g2_ours,time_ours
91,Random-Sparse-Uniform,n_flow,3,3,6,0.0008135740063153207,6,0.005565458006458357,6,3.282453594991239,2,0.0009757860098034143
92,Random-Sparse-Uniform,n_flow,4,4,10,0.0012325439893174917,10,0.007604012003866956,10,3.6743540560128167,5,0.0027313219907227904
93,Random-Sparse-Uniform,m_flow,5,5,10,0.009260596008971334,10,0.0068120359792374074,9,2.4503946810145862,7,0.0018399250111542642
94,Random-Sparse-Uniform,m_flow,6,6,14,0.017804605013225228,12,0.06554746499750763,14,3.830078909988515,10,0.0026293939736206084
95,Random-Sparse-Uniform,m_flow,7,7,24,0.05912957098917104,24,0.011679724004352465,24,1.3375725079968106,20,0.004597746999934316
96,Random-Sparse-Uniform,m_flow,8,8,31,0.2999264699756168,29,0.02867110600345768,28,3.9265398450079374,25,0.005857590003870428
97,Random-Sparse-Uniform,m_flow,9,9,35,0.893189048016211,35,0.017523760994663462,35,1.9188999450125266,31,0.008003847993677482
98,Random-Sparse-Nonuniform,n_flow,3,3,6,0.0008729639812372625,5,0.014944632013794035,5,2.318399062001845,2,0.001093193975975737
99,Random-Sparse-Nonuniform,n_flow,4,4,14,0.0011841329978778958,14,0.008125993015710264,11,1.4531268819991965,4,0.002737083996180445
100,Random-Sparse-Nonuniform,m_flow,5,5,11,0.006953859003260732,8,0.03764687100192532,9,1.591538924985798,7,0.0018910990038421005
101,Random-Sparse-Nonuniform,m_flow,6,6,14,0.01981462599360384,13,0.024570935987867415,14,1.617191413010005,10,0.0025933760043699294
102,Random-Sparse-Nonuniform,m_flow,7,7,24,0.0661984080215916,24,0.012089830008335412,24,4.5254432449874,21,0.004679017991293222
103,Random-Sparse-Nonuniform,m_flow,8,8,26,0.17901643199729733,23,0.054272972978651524,23,3.722694672003854,21,0.0055490160011686385
104,Random-Sparse-Nonuniform,m_flow,9,9,39,1.14570287099923,37,0.03397259401390329,39,1.5419957319973037,32,0.007447991985827684
105,Random-Dense-Uniform,n_flow,3,4,6,0.0008329299744218588,6,0.0058683420065790415,6,3.860044874018058,3,0.0015702929813414812
106,Random-Dense-Uniform,n_flow,4,8,14,0.0013688880135305226,14,0.01018384299823083,15,3.448554338014219,13,0.005445894988952205
107,Random-Dense-Uniform,n_flow,5,16,30,0.0022745119931641966,30,0.017285231995629147,30,4.498720453993883,29,0.016130209987750277
108,Random-Dense-Uniform,n_flow,6,32,62,0.004367616988020018,62,0.03589022200321779,65,11.241074673976982,61,0.06843347800895572
109,Random-Dense-Uniform,n_flow,7,64,126,0.013909704983234406,126,0.07844271400244907,175,9.289967546006665,125,0.38164060399867594
110,Random-Dense-Uniform,n_flow,8,128,254,0.06595462001860142,254,0.21021329599898309,328,9.287072184000863,253,1.4415594069869258
111,Random-Dense-Uniform,n_flow,9,256,510,0.06698688201140612,510,0.6115092429972719,645,11.729675306007266,509,5.420043756981613
112,Random-Dense-Nonuniform,n_flow,3,4,6,0.0009014980169013143,6,0.005834759009303525,5,2.2599138250225224,3,0.0015982839977368712
113,Random-Dense-Nonuniform,n_flow,4,8,14,0.0014373140002135187,14,0.010068678006064147,15,4.687783500005025,11,0.004425387014634907
114,Random-Dense-Nonuniform,n_flow,5,16,30,0.002443295990815386,30,0.021743343997513875,44,5.407753375999164,29,0.019491282990202308
115,Random-Dense-Nonuniform,n_flow,6,32,62,0.004297940002288669,62,0.03849734499817714,70,3.8968281649868004,61,0.07500176801113412
116,Random-Dense-Nonuniform,n_flow,7,64,126,0.01398481399519369,126,0.08615118800662458,128,5.919316240993794,125,0.3976445159933064
117,Random-Dense-Nonuniform,n_flow,8,128,254,0.04169649598770775,254,0.19965571200009435,303,8.907363931008149,253,1.3312648809805978
118,Random-Dense-Nonuniform,n_flow,9,256,510,0.06356979598058388,510,0.6668098910013214,661,14.385388686001534,509,5.422525664995192
119,Random-Sparse-Uniform,n_flow,3,3,6,0.0007469289994332939,6,0.006195131019921973,6,3.187596070987638,2,0.0010001809860114008
120,Random-Sparse-Uniform,n_flow,4,4,14,0.0017197399865835905,14,0.008479549986077473,13,2.6460261559986975,6,0.0032778010063339025
121,Random-Sparse-Uniform,m_flow,5,5,11,0.008198787021683529,10,0.02559974300675094,9,2.2183055889909156,8,0.002046729001449421
122,Random-Sparse-Uniform,m_flow,6,6,13,0.02302387898089364,13,0.007897617004346102,13,1.2450439080130309,10,0.0028098390030208975
123,Random-Sparse-Uniform,m_flow,7,7,26,0.07816780099528842,26,0.09780257102102041,27,1.6133670969866216,23,0.004887315008090809
124,Random-Sparse-Uniform,m_flow,8,8,24,0.29898334498284385,24,0.012088618997950107,24,4.551852498989319,20,0.0055203250085469335
125,Random-Sparse-Uniform,m_flow,9,9,41,0.57263676499133,37,0.04392126898164861,37,2.526376027002698,34,0.008494645997416228
126,Random-Sparse-Nonuniform,n_flow,3,3,4,0.0007722880109213293,3,0.013011452974751592,4,0.9705154980183579,2,0.001053930987836793
127,Random-Sparse-Nonuniform,n_flow,4,4,14,0.0013722839939873666,14,0.009732702019391581,14,5.85967921797419,4,0.0032089029846247286
128,Random-Sparse-Nonuniform,m_flow,5,5,15,0.011100528005044907,13,0.017748490994563326,14,2.4914546810032334,12,0.002720162010518834
129,Random-Sparse-Nonuniform,m_flow,6,6,18,0.03308959200512618,15,0.054766521003330126,15,2.8712672870024107,16,0.003436867002164945
130,Random-Sparse-Nonuniform,m_flow,7,7,23,0.06867083799443208,23,0.013227396993897855,21,2.190916723018745,19,0.0044023529917467386
131,Random-Sparse-Nonuniform,m_flow,8,8,32,0.14312717999564484,27,0.04567145698820241,28,11.416268277011113,27,0.0074483810167293996
132,Random-Sparse-Nonuniform,m_flow,9,9,32,0.698419569991529,30,0.028795139980502427,29,2.246180185000412,25,0.007021906989393756
133,Random-Dense-Uniform,n_flow,3,4,2,0.0007365810160990804,1,0.01858635901589878,1,0.9372912560065743,1,0.0009987580124288797
134,Random-Dense-Uniform,n_flow,4,8,14,0.0013038070173934102,14,0.009794265002710745,18,3.720374085009098,11,0.0042321849905420095
135,Random-Dense-Uniform,n_flow,5,16,30,0.0025588519929442555,30,0.018173752003349364,34,4.776179723005043,29,0.017142202996183187
136,Random-Dense-Uniform,n_flow,6,32,62,0.004259248002199456,62,0.03626808602712117,81,5.543736477004131,61,0.07018894198699854
137,Random-Dense-Uniform,n_flow,7,64,126,0.013103327015414834,126,0.0754622950043995,160,4.2525552560109645,125,0.2992517249949742
138,Random-Dense-Uniform,n_flow,8,128,254,0.04030592899653129,254,0.2787018600211013,326,11.31035070301732,253,1.417692046990851
139,Random-Dense-Uniform,n_flow,9,256,510,0.0726411750074476,510,0.5281460129772313,591,14.761270371993305,509,5.442142702988349
140,Random-Dense-Nonuniform,n_flow,3,4,6,0.000812922982731834,6,0.006160857010399923,6,4.48468809199403,3,0.0016032929997891188
141,Random-Dense-Nonuniform,n_flow,4,8,14,0.0013085049868095666,14,0.011237663013162091,16,3.7858467899786774,11,0.004239458998199552
142,Random-Dense-Nonuniform,n_flow,5,16,30,0.0023948879970703274,30,0.02010504499776289,35,7.469754464982543,29,0.015926399995805696
143,Random-Dense-Nonuniform,n_flow,6,32,62,0.0041476989863440394,62,0.04224566899938509,89,8.17518219599151,61,0.06380489098955877
144,Random-Dense-Nonuniform,n_flow,7,64,126,0.013396341993939131,126,0.08528002598905005,151,7.320896905002883,125,0.34559741101111285
145,Random-Dense-Nonuniform,n_flow,8,128,254,0.037637806992279366,254,0.20555961501668207,303,10.08614130402566,253,1.212612982984865
146,Random-Dense-Nonuniform,n_flow,9,256,510,0.06495035401894711,510,0.5874666210147552,649,16.628225988009945,509,5.672503495996352
