cx,time,num_qubits,cardinality,method
16.0,0.6381107039997005,7,$m = n$,ours
32.0,0.02304436699978396,7,$m = n$,m-flow
505.0,0.046588433999204426,8,$m = n$,sota
28.0,0.45536180599992804,8,$m = n$,ours
33.0,0.021229961999779334,8,$m = n$,m-flow
317.0,0.044649858999946446,9,$m = n$,sota
35.0,0.4532249590001811,9,$m = n$,ours
42.0,0.029171495999435137,9,$m = n$,m-flow
484.0,0.04591689199969551,10,$m = n$,sota
42.0,0.37400051199983864,10,$m = n$,ours
58.0,0.0317951790002553,10,$m = n$,m-flow
650.0,0.04445476399996551,11,$m = n$,sota
65.0,0.008050839000134147,11,$m = n$,ours
86.0,0.04432582499975979,11,$m = n$,m-flow
722.0,0.04467828999986523,12,$m = n$,sota
79.0,0.008787652000137314,12,$m = n$,ours
104.0,0.04796216300019296,12,$m = n$,m-flow
927.0,0.04796575999989727,13,$m = n$,sota
85.0,0.010166622000724601,13,$m = n$,ours
114.0,0.09924071000023105,13,$m = n$,m-flow
1002.0,0.07011353799953213,14,$m = n$,sota
101.0,0.01034030599930702,14,$m = n$,ours
133.0,0.054410450999967,14,$m = n$,m-flow
1060.0,0.06419664500026556,15,$m = n$,sota
118.0,0.48200220099988655,15,$m = n$,ours
147.0,0.06860786900051608,15,$m = n$,m-flow
1244.0,0.07281174200034002,16,$m = n$,sota
120.0,0.0127217359995484,16,$m = n$,ours
188.0,0.0769067860001087,16,$m = n$,m-flow
1285.0,0.07195040300030087,17,$m = n$,sota
143.0,0.014579507999769703,17,$m = n$,ours
203.0,0.08826869499989698,17,$m = n$,m-flow
1358.0,0.08584691299984115,18,$m = n$,sota
165.0,0.016265276000012818,18,$m = n$,ours
231.0,0.10287862200038944,18,$m = n$,m-flow
1352.0,0.10260469900003955,19,$m = n$,sota
177.0,0.01725757100030023,19,$m = n$,ours
240.0,0.11807438699997874,19,$m = n$,m-flow
1483.0,0.11082535200057464,20,$m = n$,sota
205.0,0.019664254000417714,20,$m = n$,ours
280.0,0.16768634699928953,20,$m = n$,m-flow
10.0,0.04351089499959926,3,$m = n$,sota
3.0,0.0016093809999802033,3,$m = n$,ours
4.0,0.009431290000065928,3,$m = n$,m-flow
19.0,0.044034973000634636,4,$m = n$,sota
6.0,0.04252209500009485,4,$m = n$,ours
8.0,0.010733185000390222,4,$m = n$,m-flow
137.0,0.04875807600001281,5,$m = n$,sota
9.0,0.014302503000180877,5,$m = n$,ours
13.0,0.014566640000339248,5,$m = n$,m-flow
228.0,0.045269322999956785,6,$m = n$,sota
18.0,0.005568651000430691,6,$m = n$,ours
21.0,0.018418749999909778,6,$m = n$,m-flow
160.0,0.04508596200048487,7,$m = n$,sota
21.0,0.3861532150003768,7,$m = n$,ours
31.0,0.023338274000707315,7,$m = n$,m-flow
357.0,0.04370073300015065,8,$m = n$,sota
23.0,2.145574350000061,8,$m = n$,ours
40.0,0.028298549999817624,8,$m = n$,m-flow
413.0,0.04826785400018707,9,$m = n$,sota
33.0,0.052569080000466784,9,$m = n$,ours
40.0,0.02586260099997162,9,$m = n$,m-flow
316.0,0.04640058999939356,10,$m = n$,sota
42.0,0.37093058099981135,10,$m = n$,ours
58.0,0.03169419799996831,10,$m = n$,m-flow
773.0,0.051567002999945544,11,$m = n$,sota
60.0,0.008570326999688405,11,$m = n$,ours
87.0,0.048019039999417146,11,$m = n$,m-flow
841.0,0.04875146299946209,12,$m = n$,sota
63.0,0.48792101299932256,12,$m = n$,ours
89.0,0.051320004000444897,12,$m = n$,m-flow
882.0,0.04763793399979477,13,$m = n$,sota
80.0,0.42288176799957,13,$m = n$,ours
111.0,0.05113599900050758,13,$m = n$,m-flow
805.0,0.06675326499953371,14,$m = n$,sota
81.0,0.3587720030000128,14,$m = n$,ours
120.0,0.05757245799941302,14,$m = n$,m-flow
891.0,0.06697730199994112,15,$m = n$,sota
97.0,0.47330602199963323,15,$m = n$,ours
163.0,0.06773161399996752,15,$m = n$,m-flow
1125.0,0.07374232999973174,16,$m = n$,sota
137.0,0.013627733000248554,16,$m = n$,ours
180.0,0.07790355500037549,16,$m = n$,m-flow
1136.0,0.07375492099981784,17,$m = n$,sota
125.0,0.014405243000510382,17,$m = n$,ours
186.0,0.08529929999986052,17,$m = n$,m-flow
1417.0,0.08405279599992355,18,$m = n$,sota
165.0,0.016319076000399946,18,$m = n$,ours
214.0,0.1053019700002551,18,$m = n$,m-flow
1532.0,0.10156446099972527,19,$m = n$,sota
172.0,0.017394322000654938,19,$m = n$,ours
223.0,0.11745510199943965,19,$m = n$,m-flow
1535.0,0.11332170399964525,20,$m = n$,sota
173.0,0.01912528199954977,20,$m = n$,ours
275.0,0.21378200899926014,20,$m = n$,m-flow
4.0,0.04752046999965387,3,$m = n$,sota
2.0,0.001439173000107985,3,$m = n$,ours
4.0,0.009244740999747592,3,$m = n$,m-flow
16.0,0.045772942999974475,4,$m = n$,sota
6.0,0.3771377230004873,4,$m = n$,ours
9.0,0.0109584250003536,4,$m = n$,m-flow
43.0,0.04781186400032311,5,$m = n$,sota
6.0,0.06519287399987661,5,$m = n$,ours
11.0,0.013257139999950596,5,$m = n$,m-flow
180.0,0.047199561000525136,6,$m = n$,sota
15.0,0.09376475200042478,6,$m = n$,ours
29.0,0.021181613999942783,6,$m = n$,m-flow
280.0,0.05010207200029981,7,$m = n$,sota
17.0,0.7347382260004451,7,$m = n$,ours
23.0,0.0183435750004719,7,$m = n$,m-flow
492.0,0.05034754999996949,8,$m = n$,sota
28.0,0.4754803850000826,8,$m = n$,ours
42.0,0.0266553589999603,8,$m = n$,m-flow
442.0,0.07169553099993209,9,$m = n$,sota
32.0,0.45623455199984164,9,$m = n$,ours
38.0,0.02479913699971803,9,$m = n$,m-flow
615.0,0.046737781999581784,10,$m = n$,sota
46.0,0.007130141000743606,10,$m = n$,ours
62.0,0.033032173999345105,10,$m = n$,m-flow
677.0,0.0489368899998226,11,$m = n$,sota
55.0,0.37274686800083145,11,$m = n$,ours
80.0,0.040682683999875735,11,$m = n$,m-flow
672.0,0.04655504199945426,12,$m = n$,sota
67.0,0.4791883060006512,12,$m = n$,ours
104.0,0.04779105400029948,12,$m = n$,m-flow
1038.0,0.04569062899918208,13,$m = n$,sota
82.0,0.3820510400000785,13,$m = n$,ours
129.0,0.055609298000490526,13,$m = n$,m-flow
949.0,0.0692239480003991,14,$m = n$,sota
92.0,0.46285590100069385,14,$m = n$,ours
130.0,0.059622681999826455,14,$m = n$,m-flow
1192.0,0.06429346599998098,15,$m = n$,sota
99.0,0.011476011999548064,15,$m = n$,ours
149.0,0.06759720199988806,15,$m = n$,m-flow
1116.0,0.08208832499985874,16,$m = n$,sota
107.0,0.012991136999517039,16,$m = n$,ours
156.0,0.07286436100002902,16,$m = n$,m-flow
1229.0,0.07629745099984575,17,$m = n$,sota
144.0,0.013911613000345824,17,$m = n$,ours
207.0,0.13482295500034525,17,$m = n$,m-flow
1313.0,0.0812096660001771,18,$m = n$,sota
137.0,0.016295463000460586,18,$m = n$,ours
224.0,0.10333633399932296,18,$m = n$,m-flow
1485.0,0.10265083600006619,19,$m = n$,sota
186.0,0.01844841699949029,19,$m = n$,ours
232.0,0.12088595700060978,19,$m = n$,m-flow
1569.0,0.10958483500053262,20,$m = n$,sota
176.0,0.02051834699977917,20,$m = n$,ours
257.0,0.16900681700008136,20,$m = n$,m-flow
,0.05391697300001397,3,$m = n$,sota
2.0,0.0012746250004056492,3,$m = n$,ours
3.0,0.008987133999653452,3,$m = n$,m-flow
123.0,0.04764084099952015,4,$m = n$,sota
7.0,0.4892986139993809,4,$m = n$,ours
9.0,0.011509724999996251,4,$m = n$,m-flow
140.0,0.04587282600004983,5,$m = n$,sota
9.0,0.39609855899925606,5,$m = n$,ours
12.0,0.013230124999608961,5,$m = n$,m-flow
145.0,0.04516555299960601,6,$m = n$,sota
17.0,2.962780713000029,6,$m = n$,ours
26.0,0.021028633999776503,6,$m = n$,m-flow
235.0,0.04508239400001912,7,$m = n$,sota
20.0,0.47441280700058996,7,$m = n$,ours
27.0,0.018862545999581926,7,$m = n$,m-flow
333.0,0.04638995100049215,8,$m = n$,sota
32.0,0.4502301479997186,8,$m = n$,ours
43.0,0.027329236000696255,8,$m = n$,m-flow
391.0,0.046046765000028245,9,$m = n$,sota
38.0,0.006884535000608594,9,$m = n$,ours
59.0,0.035189088999686646,9,$m = n$,m-flow
619.0,0.05061553300038213,10,$m = n$,sota
34.0,0.046556025000427326,10,$m = n$,ours
59.0,0.036614847000237205,10,$m = n$,m-flow
622.0,0.047359132000565296,11,$m = n$,sota
47.0,0.47439382599986857,11,$m = n$,ours
79.0,0.04066258399961953,11,$m = n$,m-flow
814.0,0.045817338000233576,12,$m = n$,sota
66.0,0.009215700999448018,12,$m = n$,ours
97.0,0.04929620899929432,12,$m = n$,m-flow
1018.0,0.049158922000060556,13,$m = n$,sota
83.0,0.009595047999937378,13,$m = n$,ours
127.0,0.06077035100042849,13,$m = n$,m-flow
919.0,0.07018784699994285,14,$m = n$,sota
87.0,0.011689290000504116,14,$m = n$,ours
137.0,0.06157285100016452,14,$m = n$,m-flow
942.0,0.0656133789998421,15,$m = n$,sota
104.0,0.01154453100025421,15,$m = n$,ours
151.0,0.12105191299997387,15,$m = n$,m-flow
1327.0,0.0770597299997462,16,$m = n$,sota
119.0,0.011134797000522667,16,$m = n$,ours
173.0,0.07666976399923442,16,$m = n$,m-flow
1171.0,0.08139503300026263,17,$m = n$,sota
138.0,0.014973248999922362,17,$m = n$,ours
186.0,0.08574470300027315,17,$m = n$,m-flow
1377.0,0.09411491100036073,18,$m = n$,sota
152.0,0.019210116999602178,18,$m = n$,ours
223.0,0.10832718599976943,18,$m = n$,m-flow
1549.0,0.10247700000036275,19,$m = n$,sota
169.0,0.017736058000082267,19,$m = n$,ours
249.0,0.1271675009993487,19,$m = n$,m-flow
1779.0,0.10981270100000984,20,$m = n$,sota
182.0,0.020384364999699756,20,$m = n$,ours
262.0,0.17076417000043875,20,$m = n$,m-flow
4.0,0.05275176000031934,3,$m = n$,sota
3.0,0.0019523889995980426,3,$m = n$,ours
4.0,0.00928542000019661,3,$m = n$,m-flow
30.0,0.04898404399955325,4,$m = n$,sota
5.0,0.04527812300057121,4,$m = n$,ours
8.0,0.01249176399960561,4,$m = n$,m-flow
145.0,0.050048310000420315,5,$m = n$,sota
10.0,0.4801181299999371,5,$m = n$,ours
14.0,0.014107387999501952,5,$m = n$,m-flow
273.0,0.048601204000078724,6,$m = n$,sota
15.0,0.39304186800018215,6,$m = n$,ours
19.0,0.016529800999705913,6,$m = n$,m-flow
250.0,0.047770754000339366,7,$m = n$,sota
21.0,0.3847075739995489,7,$m = n$,ours
31.0,0.019634140000562184,7,$m = n$,m-flow
462.0,0.04933847899974353,8,$m = n$,sota
27.0,0.041855446999761625,8,$m = n$,ours
35.0,0.02411860800020804,8,$m = n$,m-flow
567.0,0.049563528999897244,9,$m = n$,sota
38.0,0.049766909000027226,9,$m = n$,ours
58.0,0.03630676500051777,9,$m = n$,m-flow
479.0,0.049867435000123805,10,$m = n$,sota
38.0,3.010507813000004,10,$m = n$,ours
69.0,0.03970970299997134,10,$m = n$,m-flow
756.0,0.04944759400041221,11,$m = n$,sota
54.0,0.00922830099989369,11,$m = n$,ours
77.0,0.09857527499934804,11,$m = n$,m-flow
787.0,0.04864664399974572,12,$m = n$,sota
64.0,0.009449964999475924,12,$m = n$,ours
102.0,0.0486835620004058,12,$m = n$,m-flow
687.0,0.05249495699990803,13,$m = n$,sota
76.0,0.4822748489996229,13,$m = n$,ours
117.0,0.056464625999979035,13,$m = n$,m-flow
1046.0,0.08953535500040743,14,$m = n$,sota
98.0,0.011521225000251434,14,$m = n$,ours
138.0,0.06452029400043102,14,$m = n$,m-flow
1104.0,0.07482840000011493,15,$m = n$,sota
108.0,0.016548378000152297,15,$m = n$,ours
140.0,0.07236148900028638,15,$m = n$,m-flow
1256.0,0.09725567100031185,16,$m = n$,sota
120.0,0.01348302199949103,16,$m = n$,ours
178.0,0.07670883199989476,16,$m = n$,m-flow
1211.0,0.07877205800014053,17,$m = n$,sota
127.0,0.013991469999382389,17,$m = n$,ours
191.0,0.0903550320008435,17,$m = n$,m-flow
1443.0,0.09166991100028099,18,$m = n$,sota
150.0,0.017719258999932208,18,$m = n$,ours
222.0,0.10915332500007935,18,$m = n$,m-flow
1544.0,0.09917707899967354,19,$m = n$,sota
178.0,0.019653145000120276,19,$m = n$,ours
227.0,0.137445884999579,19,$m = n$,m-flow
1531.0,0.11604632600028708,20,$m = n$,sota
187.0,0.020557890999953088,20,$m = n$,ours
292.0,0.17308140100067249,20,$m = n$,m-flow
,0.06040764499994111,3,$m = n$,sota
2.0,0.002107147999595327,3,$m = n$,ours
3.0,0.009534194000480056,3,$m = n$,m-flow
17.0,0.05304251399957138,4,$m = n$,sota
7.0,0.4929832860007082,4,$m = n$,ours
9.0,0.013020841999605182,4,$m = n$,m-flow
19.0,0.052570495000509254,5,$m = n$,sota
5.0,0.06224998599918763,5,$m = n$,ours
20.0,0.02070774099956907,5,$m = n$,m-flow
174.0,0.05311880699991889,6,$m = n$,sota
12.0,0.7161378130003868,6,$m = n$,ours
29.0,0.021266682999339537,6,$m = n$,m-flow
215.0,0.049330003000250144,7,$m = n$,sota
19.0,0.4026076730006025,7,$m = n$,ours
24.0,0.019118699000500783,7,$m = n$,m-flow
358.0,0.05004016699967906,8,$m = n$,sota
25.0,0.08018874799927289,8,$m = n$,ours
38.0,0.026257688000441703,8,$m = n$,m-flow
435.0,0.05033267300041189,9,$m = n$,sota
31.0,0.021642582999447768,9,$m = n$,ours
52.0,0.03411498300010862,9,$m = n$,m-flow
668.0,0.04899656099951244,10,$m = n$,sota
45.0,0.3786102989997744,10,$m = n$,ours
71.0,0.08213791900016076,10,$m = n$,m-flow
785.0,0.0446348149998812,11,$m = n$,sota
63.0,0.007841276000362996,11,$m = n$,ours
83.0,0.04259325600014563,11,$m = n$,m-flow
881.0,0.04731369799992535,12,$m = n$,sota
69.0,0.009278544000153488,12,$m = n$,ours
100.0,0.047982613000385754,12,$m = n$,m-flow
783.0,0.04982429600022442,13,$m = n$,sota
81.0,0.009474632000092242,13,$m = n$,ours
110.0,0.05491726800028118,13,$m = n$,m-flow
986.0,0.06878053499985981,14,$m = n$,sota
93.0,0.011264337000284286,14,$m = n$,ours
145.0,0.06153585799984285,14,$m = n$,m-flow
991.0,0.08696252800018556,15,$m = n$,sota
109.0,0.3898632250002265,15,$m = n$,ours
158.0,0.07751578299939865,15,$m = n$,m-flow
1020.0,0.07256661199971859,16,$m = n$,sota
121.0,0.01458444700074324,16,$m = n$,ours
178.0,0.08734070199989219,16,$m = n$,m-flow
1288.0,0.08438941099939257,17,$m = n$,sota
134.0,0.5069618030001948,17,$m = n$,ours
212.0,0.09144574099991587,17,$m = n$,m-flow
1417.0,0.09045250999952259,18,$m = n$,sota
148.0,0.01619227400078671,18,$m = n$,ours
213.0,0.09873609500027669,18,$m = n$,m-flow
1616.0,0.10278851099974418,19,$m = n$,sota
163.0,0.016991815000437782,19,$m = n$,ours
214.0,0.11884881999958452,19,$m = n$,m-flow
1582.0,0.11262962300043,20,$m = n$,sota
166.0,0.018735183999524452,20,$m = n$,ours
268.0,0.21312005300023884,20,$m = n$,m-flow
4.0,0.04902092900010757,3,$m = n$,sota
2.0,0.0015720299998065457,3,$m = n$,ours
4.0,0.008997801000077743,3,$m = n$,m-flow
11.0,0.05077477600025304,4,$m = n$,sota
5.0,0.03670017100012046,4,$m = n$,ours
12.0,0.013374508999731916,4,$m = n$,m-flow
126.0,0.05024144099934347,5,$m = n$,sota
9.0,0.022003002000019478,5,$m = n$,ours
16.0,0.01455108400023164,5,$m = n$,m-flow
120.0,0.050164197999947646,6,$m = n$,sota
14.0,0.4991248380001707,6,$m = n$,ours
19.0,0.01746136600013415,6,$m = n$,m-flow
244.0,0.04578192900044087,7,$m = n$,sota
19.0,0.4217100119994939,7,$m = n$,ours
24.0,0.02042594500017003,7,$m = n$,m-flow
465.0,0.05000710100011929,8,$m = n$,sota
30.0,0.3898322909999479,8,$m = n$,ours
42.0,0.028396841999892786,8,$m = n$,m-flow
430.0,0.0471726010000566,9,$m = n$,sota
29.0,2.978182014000595,9,$m = n$,ours
50.0,0.03160109500004182,9,$m = n$,m-flow
615.0,0.04485796599965397,10,$m = n$,sota
46.0,0.0083429200003593,10,$m = n$,ours
81.0,0.04509545099972456,10,$m = n$,m-flow
692.0,0.04909773100007442,11,$m = n$,sota
51.0,0.007623591000083252,11,$m = n$,ours
85.0,0.04459828199924232,11,$m = n$,m-flow
775.0,0.04508870800054865,12,$m = n$,sota
63.0,0.4712980639997113,12,$m = n$,ours
92.0,0.04868493099911575,12,$m = n$,m-flow
757.0,0.050803031000214105,13,$m = n$,sota
70.0,0.3983003280000048,13,$m = n$,ours
103.0,0.05083150199970987,13,$m = n$,m-flow
856.0,0.06145573399953719,14,$m = n$,sota
83.0,0.011655178000182786,14,$m = n$,ours
135.0,0.064624680999259,14,$m = n$,m-flow
1147.0,0.08012550599960377,15,$m = n$,sota
108.0,0.012199873000099615,15,$m = n$,ours
167.0,0.07367243799944845,15,$m = n$,m-flow
1335.0,0.08499616700009938,16,$m = n$,sota
112.0,0.013188703999730933,16,$m = n$,ours
166.0,0.07636768100019253,16,$m = n$,m-flow
1326.0,0.07417916399936075,17,$m = n$,sota
139.0,0.014627236000706034,17,$m = n$,ours
207.0,0.08619914700011577,17,$m = n$,m-flow
1610.0,0.10402515700025106,18,$m = n$,sota
151.0,0.016202101000089897,18,$m = n$,ours
217.0,0.15968197300026077,18,$m = n$,m-flow
1475.0,0.10095708799963177,19,$m = n$,sota
177.0,0.016880322000361048,19,$m = n$,ours
243.0,0.12326874799964571,19,$m = n$,m-flow
1562.0,0.11618661600004998,20,$m = n$,sota
189.0,0.018504083000152605,20,$m = n$,ours
279.0,0.16253920899998775,20,$m = n$,m-flow
9.0,0.04840417000013986,3,$m = n$,sota
3.0,0.002186134999647038,3,$m = n$,ours
4.0,0.009267214000828972,3,$m = n$,m-flow
19.0,0.04993020400070236,4,$m = n$,sota
4.0,0.02415350500086788,4,$m = n$,ours
6.0,0.01272217499990802,4,$m = n$,m-flow
45.0,0.04579669000031572,5,$m = n$,sota
9.0,2.9148074149998138,5,$m = n$,ours
14.0,0.014391075000276032,5,$m = n$,m-flow
149.0,0.04475817299953633,6,$m = n$,sota
17.0,0.004305575999751454,6,$m = n$,ours
20.0,0.0174530929998582,6,$m = n$,m-flow
113.0,0.04983187000016187,7,$m = n$,sota
24.0,0.46734961200036196,7,$m = n$,ours
36.0,0.023785678999956872,7,$m = n$,m-flow
470.0,0.04234910199920705,8,$m = n$,sota
25.0,0.038412584999605315,8,$m = n$,ours
32.0,0.022689985999932105,8,$m = n$,m-flow
544.0,0.04336237200004689,9,$m = n$,sota
29.0,0.040277281000271614,9,$m = n$,ours
36.0,0.02415169199957745,9,$m = n$,m-flow
561.0,0.04637501599972893,10,$m = n$,sota
41.0,0.47342351299994334,10,$m = n$,ours
62.0,0.03614228199967329,10,$m = n$,m-flow
699.0,0.04711694199977501,11,$m = n$,sota
57.0,0.3757905390002634,11,$m = n$,ours
83.0,0.04422192500078381,11,$m = n$,m-flow
712.0,0.042407883999658225,12,$m = n$,sota
65.0,0.009510977999525494,12,$m = n$,ours
89.0,0.044581395000022894,12,$m = n$,m-flow
922.0,0.04814931399960187,13,$m = n$,sota
77.0,0.010072985999613593,13,$m = n$,ours
115.0,0.05330636899998353,13,$m = n$,m-flow
834.0,0.06288224899981287,14,$m = n$,sota
91.0,0.009388501000103133,14,$m = n$,ours
121.0,0.05951269300021522,14,$m = n$,m-flow
1000.0,0.07779992599989782,15,$m = n$,sota
93.0,0.01285122399985994,15,$m = n$,ours
159.0,0.06970070799980022,15,$m = n$,m-flow
1120.0,0.07946918800007552,16,$m = n$,sota
106.0,0.013143221000063932,16,$m = n$,ours
167.0,0.12811880400022346,16,$m = n$,m-flow
1361.0,0.0739740270000766,17,$m = n$,sota
142.0,0.01610670299942285,17,$m = n$,ours
229.0,0.10160619399994175,17,$m = n$,m-flow
1376.0,0.09264269399955083,18,$m = n$,sota
163.0,0.016007255999284098,18,$m = n$,ours
230.0,0.10547094699995796,18,$m = n$,m-flow
1391.0,0.10465110400036792,19,$m = n$,sota
161.0,0.05630905399993935,19,$m = n$,ours
251.0,0.1253525020001689,19,$m = n$,m-flow
1492.0,0.11155847800000629,20,$m = n$,sota
178.0,0.0194754929998453,20,$m = n$,ours
266.0,0.16632779199971992,20,$m = n$,m-flow
5.0,0.05010850400049094,3,$m = n$,sota
3.0,0.0014770930001759552,3,$m = n$,ours
6.0,0.00944594600059645,3,$m = n$,m-flow
18.0,0.04827453600046283,4,$m = n$,sota
5.0,0.0356081069994616,4,$m = n$,ours
7.0,0.01139457899989793,4,$m = n$,m-flow
62.0,0.05635640800028341,5,$m = n$,sota
11.0,0.38573770899984083,5,$m = n$,ours
14.0,0.013675175000571471,5,$m = n$,m-flow
160.0,0.04738858600012463,6,$m = n$,sota
20.0,0.00499205600044661,6,$m = n$,ours
28.0,0.02338295699973969,6,$m = n$,m-flow
327.0,0.051197088000662916,7,$m = n$,sota
18.0,2.9235916839998026,7,$m = n$,ours
25.0,0.02035627600071166,7,$m = n$,m-flow
302.0,0.04432241999984399,8,$m = n$,sota
32.0,0.45096845399984886,8,$m = n$,ours
47.0,0.026943226999719627,8,$m = n$,m-flow
523.0,0.0509948090002581,9,$m = n$,sota
43.0,0.007097278999935952,9,$m = n$,ours
56.0,0.034940791999360954,9,$m = n$,m-flow
461.0,0.05001531400012027,10,$m = n$,sota
44.0,0.007827479000297899,10,$m = n$,ours
70.0,0.03776955600005749,10,$m = n$,m-flow
746.0,0.047289513000578154,11,$m = n$,sota
58.0,0.00815057500039984,11,$m = n$,ours
89.0,0.04536116600047535,11,$m = n$,m-flow
687.0,0.048524816000281135,12,$m = n$,sota
70.0,0.008540168999388698,12,$m = n$,ours
93.0,0.10605518800002756,12,$m = n$,m-flow
832.0,0.049943116999202175,13,$m = n$,sota
90.0,0.010369208000156505,13,$m = n$,ours
111.0,0.05315543600045203,13,$m = n$,m-flow
1088.0,0.06725921999986895,14,$m = n$,sota
95.0,0.465401999000278,14,$m = n$,ours
142.0,0.060078122000049916,14,$m = n$,m-flow
1074.0,0.0700251849993947,15,$m = n$,sota
118.0,0.013637000999551674,15,$m = n$,ours
172.0,0.07669884400002047,15,$m = n$,m-flow
1210.0,0.07700578299954941,16,$m = n$,sota
114.0,0.014721032000124978,16,$m = n$,ours
168.0,0.08697201199993287,16,$m = n$,m-flow
1352.0,0.07800472999952035,17,$m = n$,sota
144.0,0.014905985000041255,17,$m = n$,ours
202.0,0.09621646300001885,17,$m = n$,m-flow
1263.0,0.09366053899975668,18,$m = n$,sota
159.0,0.01594099400062987,18,$m = n$,ours
208.0,0.09977195999999822,18,$m = n$,m-flow
1561.0,0.10172377800063259,19,$m = n$,sota
190.0,0.017512886000076833,19,$m = n$,ours
233.0,0.11473797300004662,19,$m = n$,m-flow
1609.0,0.12257847399996535,20,$m = n$,sota
190.0,0.42166832800012344,20,$m = n$,ours
253.0,0.1805438769997636,20,$m = n$,m-flow
4.0,0.04667170799984888,3,$m = n$,sota
2.0,0.0014189350004016887,3,$m = n$,ours
4.0,0.00898520800001279,3,$m = n$,m-flow
17.0,0.0503302060005808,4,$m = n$,sota
6.0,0.38485116100036976,4,$m = n$,ours
10.0,0.010997401000167883,4,$m = n$,m-flow
67.0,0.04351985999983299,5,$m = n$,sota
8.0,3.1600950749998447,5,$m = n$,ours
11.0,0.01456531200074096,5,$m = n$,m-flow
193.0,0.05036686200037366,6,$m = n$,sota
12.0,2.3992889730006937,6,$m = n$,ours
15.0,0.018763246000162326,6,$m = n$,m-flow
370.0,0.04207497900006274,7,$m = n$,sota
22.0,0.40452648399968894,7,$m = n$,ours
37.0,0.025199482999596512,7,$m = n$,m-flow
447.0,0.042863677000241296,8,$m = n$,sota
30.0,0.005210080999859201,8,$m = n$,ours
42.0,0.026862942999287043,8,$m = n$,m-flow
424.0,0.04279858500012779,9,$m = n$,sota
32.0,0.043313144000421744,9,$m = n$,ours
43.0,0.02593353100019158,9,$m = n$,m-flow
594.0,0.0486393359997237,10,$m = n$,sota
41.0,0.3968494129994724,10,$m = n$,ours
57.0,0.03806100699966919,10,$m = n$,m-flow
552.0,0.050120504000005894,11,$m = n$,sota
55.0,0.0415667110000868,11,$m = n$,ours
77.0,0.040467621999596304,11,$m = n$,m-flow
455.0,0.04954911900040315,12,$m = n$,sota
61.0,0.38579746400046133,12,$m = n$,ours
93.0,0.05106897299992852,12,$m = n$,m-flow
897.0,0.050176376000308665,13,$m = n$,sota
70.0,0.4106716320002306,13,$m = n$,ours
111.0,0.057338469999194785,13,$m = n$,m-flow
1085.0,0.10264026400000148,14,$m = n$,sota
98.0,0.01072167599977547,14,$m = n$,ours
137.0,0.06085093700039579,14,$m = n$,m-flow
1230.0,0.06423403500048153,15,$m = n$,sota
115.0,0.01269260699973529,15,$m = n$,ours
164.0,0.08638392200009548,15,$m = n$,m-flow
1115.0,0.06715361399983522,16,$m = n$,sota
113.0,0.013816904999657709,16,$m = n$,ours
158.0,0.0747027759998673,16,$m = n$,m-flow
1299.0,0.07872162199964805,17,$m = n$,sota
143.0,0.014945906999855652,17,$m = n$,ours
200.0,0.08880592599962256,17,$m = n$,m-flow
1513.0,0.09545265599990671,18,$m = n$,sota
159.0,0.015904967000096804,18,$m = n$,ours
217.0,0.10411930299960659,18,$m = n$,m-flow
1484.0,0.10088611700030015,19,$m = n$,sota
174.0,0.017983210000238614,19,$m = n$,ours
233.0,0.17980655700011994,19,$m = n$,m-flow
1708.0,0.12105090299974108,20,$m = n$,sota
187.0,0.018448329999955604,20,$m = n$,ours
275.0,0.17787989699991158,20,$m = n$,m-flow
5.0,0.05857345999993413,3,$m = n$,sota
2.0,0.0018373140001131105,3,$m = n$,ours
3.0,0.008576399000048696,3,$m = n$,m-flow
117.0,0.047266237000258116,4,$m = n$,sota
5.0,0.03419341599965264,4,$m = n$,ours
7.0,0.011904312000297068,4,$m = n$,m-flow
147.0,0.04936917600025481,5,$m = n$,sota
8.0,1.96522511799958,5,$m = n$,ours
12.0,0.01348915600010514,5,$m = n$,m-flow
162.0,0.04948402199988777,6,$m = n$,sota
14.0,0.496742670000458,6,$m = n$,ours
20.0,0.018506966000131797,6,$m = n$,m-flow
337.0,0.05371190099958767,7,$m = n$,sota
22.0,0.006022325000230921,7,$m = n$,ours
33.0,0.025862658999358246,7,$m = n$,m-flow
469.0,0.05420808599956217,8,$m = n$,sota
29.0,0.4820818859998326,8,$m = n$,ours
37.0,0.021669963000022108,8,$m = n$,m-flow
548.0,0.048227960000076564,9,$m = n$,sota
41.0,0.0067639680000866065,9,$m = n$,ours
55.0,0.03510391300005722,9,$m = n$,m-flow
604.0,0.054907368999920436,10,$m = n$,sota
46.0,0.042760870000165596,10,$m = n$,ours
77.0,0.038433308999628935,10,$m = n$,m-flow
729.0,0.04986018100044021,11,$m = n$,sota
50.0,0.008185559000594367,11,$m = n$,ours
77.0,0.04036791599992284,11,$m = n$,m-flow
666.0,0.05183968899928004,12,$m = n$,sota
68.0,0.009208697000758548,12,$m = n$,ours
98.0,0.04765318800036766,12,$m = n$,m-flow
925.0,0.05561717099953967,13,$m = n$,sota
76.0,0.01072864900015702,13,$m = n$,ours
103.0,0.05201042599946959,13,$m = n$,m-flow
853.0,0.06847460799963301,14,$m = n$,sota
88.0,0.4070667489995685,14,$m = n$,ours
121.0,0.05664103899925976,14,$m = n$,m-flow
1044.0,0.0816650260003371,15,$m = n$,sota
