cx,time,num_qubits,cardinality,method
104.0,0.012384515999656287,15,$m = n$,ours
149.0,0.07056463299977622,15,$m = n$,m-flow
1213.0,0.07527724700048566,16,$m = n$,sota
124.0,0.013965695000479172,16,$m = n$,ours
177.0,0.07529603500006488,16,$m = n$,m-flow
1170.0,0.07388200600053096,17,$m = n$,sota
143.0,0.016376734000004944,17,$m = n$,ours
201.0,0.0976739190000444,17,$m = n$,m-flow
1359.0,0.09813084999950661,18,$m = n$,sota
166.0,0.016328153999893402,18,$m = n$,ours
198.0,0.15502763699987554,18,$m = n$,m-flow
1546.0,0.10098869700050273,19,$m = n$,sota
169.0,0.017423538999537413,19,$m = n$,ours
233.0,0.12494792899997265,19,$m = n$,m-flow
1636.0,0.11318055099945923,20,$m = n$,sota
207.0,0.019011028000022634,20,$m = n$,ours
268.0,0.1611542679993363,20,$m = n$,m-flow
,0.055908575000103156,3,$m = n$,sota
3.0,0.0013376340002650977,3,$m = n$,ours
5.0,0.009351591000267945,3,$m = n$,m-flow
37.0,0.04538337699978001,4,$m = n$,sota
7.0,0.4654217269999208,4,$m = n$,ours
10.0,0.01100127599966072,4,$m = n$,m-flow
17.0,0.0490822499996284,5,$m = n$,sota
6.0,2.668260112000098,5,$m = n$,ours
12.0,0.013243847000012465,5,$m = n$,m-flow
128.0,0.045277107000401884,6,$m = n$,sota
17.0,0.37965164500019455,6,$m = n$,ours
22.0,0.01657647999945766,6,$m = n$,m-flow
289.0,0.04938872200000333,7,$m = n$,sota
15.0,2.8622885980003048,7,$m = n$,ours
20.0,0.02053580800020427,7,$m = n$,m-flow
467.0,0.06368984399978217,8,$m = n$,sota
22.0,0.04169080599967856,8,$m = n$,ours
28.0,0.02701394399991841,8,$m = n$,m-flow
440.0,0.0510569520001809,9,$m = n$,sota
29.0,2.9277642480001305,9,$m = n$,ours
38.0,0.02391215299940086,9,$m = n$,m-flow
464.0,0.04610289899937925,10,$m = n$,sota
43.0,0.3718608649996895,10,$m = n$,ours
63.0,0.0737285029999839,10,$m = n$,m-flow
559.0,0.04400014800012286,11,$m = n$,sota
47.0,0.048836494000170205,11,$m = n$,ours
63.0,0.03649178199975722,11,$m = n$,m-flow
842.0,0.048624104000737134,12,$m = n$,sota
74.0,0.008850217999679444,12,$m = n$,ours
113.0,0.054302561999975296,12,$m = n$,m-flow
982.0,0.05169116400065832,13,$m = n$,sota
79.0,0.00928287500028091,13,$m = n$,ours
119.0,0.05834151999988535,13,$m = n$,m-flow
968.0,0.06554033100019296,14,$m = n$,sota
105.0,0.01120523699955811,14,$m = n$,ours
136.0,0.0631282430003921,14,$m = n$,m-flow
1075.0,0.05917020900051284,15,$m = n$,sota
108.0,0.012492458000451734,15,$m = n$,ours
154.0,0.07030493099955493,15,$m = n$,m-flow
1086.0,0.0708247089996803,16,$m = n$,sota
111.0,0.013245598999674257,16,$m = n$,ours
171.0,0.07317949200023577,16,$m = n$,m-flow
1276.0,0.07397010299973772,17,$m = n$,sota
153.0,0.014097890999437368,17,$m = n$,ours
196.0,0.08261992000007012,17,$m = n$,m-flow
1365.0,0.08620855800018035,18,$m = n$,sota
158.0,0.015512805999605916,18,$m = n$,ours
233.0,0.10560692799936078,18,$m = n$,m-flow
1565.0,0.10148692799975834,19,$m = n$,sota
181.0,0.01758284600055049,19,$m = n$,ours
232.0,0.12045349999971222,19,$m = n$,m-flow
1706.0,0.11559623799985275,20,$m = n$,sota
200.0,0.018562080999799946,20,$m = n$,ours
258.0,0.15281852099997195,20,$m = n$,m-flow
,0.048026212999502604,3,$m = n$,sota
3.0,0.0012781220002580085,3,$m = n$,ours
4.0,0.008223680000810418,3,$m = n$,m-flow
19.0,0.046784566999122035,4,$m = n$,sota
6.0,0.04208683199976804,4,$m = n$,ours
8.0,0.012123909999900206,4,$m = n$,m-flow
45.0,0.048204024999904505,5,$m = n$,sota
11.0,0.3605610530003105,5,$m = n$,ours
15.0,0.013332671000171104,5,$m = n$,m-flow
168.0,0.044710734000545926,6,$m = n$,sota
14.0,0.3557771050000156,6,$m = n$,ours
20.0,0.058674292000432615,6,$m = n$,m-flow
294.0,0.045755578000353125,7,$m = n$,sota
21.0,0.45534892000068794,7,$m = n$,ours
31.0,0.023366157000054955,7,$m = n$,m-flow
393.0,0.04692528100076743,8,$m = n$,sota
25.0,0.45743519099960395,8,$m = n$,ours
37.0,0.026361748999988777,8,$m = n$,m-flow
465.0,0.047620667000046524,9,$m = n$,sota
36.0,0.37272324199966533,9,$m = n$,ours
50.0,0.029563526999481837,9,$m = n$,m-flow
657.0,0.047523385000204144,10,$m = n$,sota
50.0,0.36536741300005815,10,$m = n$,ours
67.0,0.036606072999347816,10,$m = n$,m-flow
749.0,0.0460378359994138,11,$m = n$,sota
53.0,0.4035210329993788,11,$m = n$,ours
74.0,0.03614985500007606,11,$m = n$,m-flow
882.0,0.047367314000439364,12,$m = n$,sota
68.0,0.0099359790001472,12,$m = n$,ours
82.0,0.04471311599991168,12,$m = n$,m-flow
935.0,0.04967473499982589,13,$m = n$,sota
78.0,0.007981245999872044,13,$m = n$,ours
120.0,0.0565596110000115,13,$m = n$,m-flow
1069.0,0.07727280800008884,14,$m = n$,sota
97.0,0.010652144999767188,14,$m = n$,ours
136.0,0.06505165100043087,14,$m = n$,m-flow
1074.0,0.08031266600028175,15,$m = n$,sota
110.0,0.012802715000361786,15,$m = n$,ours
152.0,0.06459953999910795,15,$m = n$,m-flow
1317.0,0.07465652599967143,16,$m = n$,sota
112.0,0.013217456999882415,16,$m = n$,ours
183.0,0.08223652699962258,16,$m = n$,m-flow
1334.0,0.07464983299996675,17,$m = n$,sota
129.0,0.014976377000493812,17,$m = n$,ours
190.0,0.08798332800051867,17,$m = n$,m-flow
1477.0,0.09251432400014892,18,$m = n$,sota
154.0,0.01613166100014496,18,$m = n$,ours
193.0,0.08957044599992514,18,$m = n$,m-flow
1577.0,0.09370386299997335,19,$m = n$,sota
157.0,0.01717175599969778,19,$m = n$,ours
254.0,0.1270682840004156,19,$m = n$,m-flow
1778.0,0.10671301599995786,20,$m = n$,sota
192.0,0.019601567999416147,20,$m = n$,ours
261.0,0.20082790000014938,20,$m = n$,m-flow
10.0,0.05588159299986728,3,$m = n$,sota
3.0,0.0016482430000905879,3,$m = n$,ours
5.0,0.008507759000167425,3,$m = n$,m-flow
34.0,0.04627556700052082,4,$m = n$,sota
6.0,0.04233982500045386,4,$m = n$,ours
8.0,0.01280634300019301,4,$m = n$,m-flow
44.0,0.04487906600024871,5,$m = n$,sota
7.0,2.6445215840003584,5,$m = n$,ours
10.0,0.013219442999798048,5,$m = n$,m-flow
181.0,0.04764849899947876,6,$m = n$,sota
14.0,0.04538539099939953,6,$m = n$,ours
20.0,0.017609174999961397,6,$m = n$,m-flow
202.0,0.04534651700032555,7,$m = n$,sota
26.0,0.4622054789997492,7,$m = n$,ours
33.0,0.02366039400021691,7,$m = n$,m-flow
446.0,0.03841386300064187,8,$m = n$,sota
31.0,0.005197447000682587,8,$m = n$,ours
43.0,0.027376820999961637,8,$m = n$,m-flow
538.0,0.045718712999587297,9,$m = n$,sota
41.0,0.006902577999426285,9,$m = n$,ours
57.0,0.03090504899955704,9,$m = n$,m-flow
578.0,0.040172471000005316,10,$m = n$,sota
48.0,0.45007480200001737,10,$m = n$,ours
68.0,0.03657414900044387,10,$m = n$,m-flow
841.0,0.04007471800014173,11,$m = n$,sota
55.0,0.45734271699984674,11,$m = n$,ours
83.0,0.04033208100008778,11,$m = n$,m-flow
805.0,0.039329573000031814,12,$m = n$,sota
50.0,2.800713892999738,12,$m = n$,ours
88.0,0.04747743899952184,12,$m = n$,m-flow
745.0,0.04522301700035314,13,$m = n$,sota
76.0,0.008532292999916535,13,$m = n$,ours
106.0,0.05041678899942781,13,$m = n$,m-flow
850.0,0.054662423999616294,14,$m = n$,sota
97.0,0.010509542999898258,14,$m = n$,ours
137.0,0.06362933000036719,14,$m = n$,m-flow
1184.0,0.06783649799945124,15,$m = n$,sota
104.0,0.021410289999948873,15,$m = n$,ours
160.0,0.07119748599961895,15,$m = n$,m-flow
1147.0,0.07909745199958707,16,$m = n$,sota
114.0,0.013435152000056405,16,$m = n$,ours
167.0,0.13247291600055178,16,$m = n$,m-flow
1246.0,0.08149124200008373,17,$m = n$,sota
124.0,0.014014364000104251,17,$m = n$,ours
176.0,0.08138198200049374,17,$m = n$,m-flow
1625.0,0.08726850400034891,18,$m = n$,sota
146.0,0.01564337699983298,18,$m = n$,ours
215.0,0.09931526199943619,18,$m = n$,m-flow
1183.0,0.09562594299950433,19,$m = n$,sota
171.0,0.017685146000076202,19,$m = n$,ours
234.0,0.11772681999991619,19,$m = n$,m-flow
1569.0,0.10676238399992144,20,$m = n$,sota
189.0,0.01921146899985615,20,$m = n$,ours
277.0,0.1553541180001048,20,$m = n$,m-flow
,0.04450603199984471,3,$m = n$,sota
3.0,0.0015029619999040733,3,$m = n$,ours
4.0,0.009116205000282207,3,$m = n$,m-flow
12.0,0.041419448999477027,4,$m = n$,sota
4.0,0.014278556000135723,4,$m = n$,ours
7.0,0.010983563000081631,4,$m = n$,m-flow
91.0,0.04391627099994366,5,$m = n$,sota
11.0,0.03959532999942894,5,$m = n$,ours
17.0,0.01644455400037259,5,$m = n$,m-flow
208.0,0.04110539199973573,6,$m = n$,sota
16.0,0.4566515200003778,6,$m = n$,ours
22.0,0.01609243700022489,6,$m = n$,m-flow
191.0,0.042774391999955697,7,$m = n$,sota
20.0,0.04653082499953598,7,$m = n$,ours
25.0,0.020120195999879797,7,$m = n$,m-flow
313.0,0.041298720000668254,8,$m = n$,sota
28.0,0.45493949000046996,8,$m = n$,ours
41.0,0.0287344939997638,8,$m = n$,m-flow
566.0,0.04833413699998346,9,$m = n$,sota
47.0,0.00667791700016096,9,$m = n$,ours
70.0,0.03604370999983075,9,$m = n$,m-flow
573.0,0.04159729999992123,10,$m = n$,sota
57.0,0.0069792790000065,10,$m = n$,ours
62.0,0.03312366399950406,10,$m = n$,m-flow
644.0,0.038976501999968605,11,$m = n$,sota
51.0,2.792207372000121,11,$m = n$,ours
73.0,0.03977098500035936,11,$m = n$,m-flow
719.0,0.047148469000603654,12,$m = n$,sota
63.0,0.4626057920004314,12,$m = n$,ours
87.0,0.042374628000288794,12,$m = n$,m-flow
803.0,0.043889810999644396,13,$m = n$,sota
75.0,0.009905685000376252,13,$m = n$,ours
126.0,0.05870896500073286,13,$m = n$,m-flow
998.0,0.05627433999961795,14,$m = n$,sota
92.0,0.01011474300048576,14,$m = n$,ours
125.0,0.06066059500062693,14,$m = n$,m-flow
1159.0,0.06563385400022526,15,$m = n$,sota
107.0,0.01255220500024734,15,$m = n$,ours
151.0,0.12672210799973982,15,$m = n$,m-flow
1038.0,0.07294462200025009,16,$m = n$,sota
119.0,0.013349662999644352,16,$m = n$,ours
179.0,0.09049539799980266,16,$m = n$,m-flow
1290.0,0.07945331399969291,17,$m = n$,sota
129.0,0.014991273999839905,17,$m = n$,ours
201.0,0.08701880799981154,17,$m = n$,m-flow
1358.0,0.08640367299994978,18,$m = n$,sota
152.0,0.01654357500046899,18,$m = n$,ours
208.0,0.09676979200048663,18,$m = n$,m-flow
1617.0,0.09580156900028669,19,$m = n$,sota
160.0,0.01754873299978499,19,$m = n$,ours
261.0,0.12478848200044013,19,$m = n$,m-flow
1687.0,0.11153926399947522,20,$m = n$,sota
196.0,0.02048780000041006,20,$m = n$,ours
285.0,0.16704734099948837,20,$m = n$,m-flow
8.0,0.04558367800018459,3,$m = n$,sota
3.0,0.0013216440001997398,3,$m = n$,ours
6.0,0.00946019500042894,3,$m = n$,m-flow
26.0,0.04724948300008691,4,$m = n$,sota
7.0,0.48004494799988606,4,$m = n$,ours
10.0,0.011139372999423358,4,$m = n$,m-flow
42.0,0.046765934999712044,5,$m = n$,sota
11.0,0.3482273429999623,5,$m = n$,ours
16.0,0.013381777000176953,5,$m = n$,m-flow
203.0,0.04426875999979529,6,$m = n$,sota
10.0,0.6678817820002223,6,$m = n$,ours
27.0,0.022371082000063325,6,$m = n$,m-flow
219.0,0.053234433000397985,7,$m = n$,sota
21.0,0.48140534100002697,7,$m = n$,ours
34.0,0.02364458600004582,7,$m = n$,m-flow
432.0,0.04525527699934173,8,$m = n$,sota
24.0,2.9600155980006093,8,$m = n$,ours
38.0,0.026691433999985748,8,$m = n$,m-flow
501.0,0.05214612199961266,9,$m = n$,sota
37.0,0.505052849999629,9,$m = n$,ours
56.0,0.08821414399972127,9,$m = n$,m-flow
655.0,0.04532659100004821,10,$m = n$,sota
44.0,0.041884784999638214,10,$m = n$,ours
61.0,0.03528954400007933,10,$m = n$,m-flow
703.0,0.04718058600064978,11,$m = n$,sota
56.0,0.00837773900002503,11,$m = n$,ours
65.0,0.037587171999803104,11,$m = n$,m-flow
805.0,0.049296116999357764,12,$m = n$,sota
70.0,0.009699340999759443,12,$m = n$,ours
95.0,0.048480389999895124,12,$m = n$,m-flow
714.0,0.04641567100043176,13,$m = n$,sota
75.0,0.010685631000342255,13,$m = n$,ours
109.0,0.05634867699973256,13,$m = n$,m-flow
935.0,0.06830378999984532,14,$m = n$,sota
92.0,0.010903082000368158,14,$m = n$,ours
118.0,0.055312546999630285,14,$m = n$,m-flow
1207.0,0.06369363799967687,15,$m = n$,sota
107.0,0.012128549000408384,15,$m = n$,ours
155.0,0.07015694300025643,15,$m = n$,m-flow
1155.0,0.06704708900088008,16,$m = n$,sota
120.0,0.01323539199984225,16,$m = n$,ours
158.0,0.07412443200064445,16,$m = n$,m-flow
1165.0,0.08412486299948796,17,$m = n$,sota
138.0,0.014691685999423498,17,$m = n$,ours
215.0,0.08402654100063955,17,$m = n$,m-flow
1417.0,0.09141166800054634,18,$m = n$,sota
146.0,0.017153756999505276,18,$m = n$,ours
211.0,0.10653536599966174,18,$m = n$,m-flow
1626.0,0.09760759500022687,19,$m = n$,sota
175.0,0.018970343000546563,19,$m = n$,ours
239.0,0.1208602670003529,19,$m = n$,m-flow
1419.0,0.1135824209995917,20,$m = n$,sota
215.0,0.020102923000195005,20,$m = n$,ours
269.0,0.16008702800081664,20,$m = n$,m-flow
4.0,0.04480918799981737,3,$m = n$,sota
2.0,0.0013712049994865083,3,$m = n$,ours
4.0,0.009517921999758983,3,$m = n$,m-flow
26.0,0.04597886800002016,4,$m = n$,sota
5.0,0.023720907000097213,4,$m = n$,ours
7.0,0.01234979199944064,4,$m = n$,m-flow
43.0,0.04615175900016766,5,$m = n$,sota
11.0,0.3831021409996538,5,$m = n$,ours
17.0,0.014306669999314181,5,$m = n$,m-flow
228.0,0.044145506999484496,6,$m = n$,sota
14.0,2.970095730000139,6,$m = n$,ours
20.0,0.016197904999899038,6,$m = n$,m-flow
201.0,0.05916423400049098,7,$m = n$,sota
21.0,0.36361863700039976,7,$m = n$,ours
35.0,0.023218256999825826,7,$m = n$,m-flow
464.0,0.04435875600029249,8,$m = n$,sota
33.0,0.006019160000505508,8,$m = n$,ours
42.0,0.02621177000037278,8,$m = n$,m-flow
393.0,0.0449944530000721,9,$m = n$,sota
32.0,0.005723207999835722,9,$m = n$,ours
51.0,0.031247558999893954,9,$m = n$,m-flow
434.0,0.04747613800009276,10,$m = n$,sota
40.0,0.021525634000681748,10,$m = n$,ours
50.0,0.032351738000215846,10,$m = n$,m-flow
765.0,0.04779071099983412,11,$m = n$,sota
51.0,0.45781425299992407,11,$m = n$,ours
65.0,0.03550684599940723,11,$m = n$,m-flow
721.0,0.04601408299913601,12,$m = n$,sota
61.0,0.46722765100003016,12,$m = n$,ours
96.0,0.04691027300032147,12,$m = n$,m-flow
838.0,0.04912101399986568,13,$m = n$,sota
72.0,0.369811884000228,13,$m = n$,ours
112.0,0.053185839999969176,13,$m = n$,m-flow
967.0,0.07214772699990135,14,$m = n$,sota
92.0,0.011335369999869727,14,$m = n$,ours
128.0,0.06234197600042535,14,$m = n$,m-flow
1145.0,0.07299335399966367,15,$m = n$,sota
101.0,0.012347023000074842,15,$m = n$,ours
145.0,0.06422641200060752,15,$m = n$,m-flow
1096.0,0.0713266869997824,16,$m = n$,sota
112.0,0.462164735999977,16,$m = n$,ours
166.0,0.07512238199979038,16,$m = n$,m-flow
1203.0,0.07351842899970507,17,$m = n$,sota
158.0,0.012564581999868096,17,$m = n$,ours
222.0,0.08867305799958558,17,$m = n$,m-flow
1532.0,0.0880754749996413,18,$m = n$,sota
144.0,0.017087363000428013,18,$m = n$,ours
200.0,0.10127875800026231,18,$m = n$,m-flow
1414.0,0.10641102099998534,19,$m = n$,sota
160.0,0.0174793120004324,19,$m = n$,ours
253.0,0.1260540889998083,19,$m = n$,m-flow
1559.0,0.11214360299982218,20,$m = n$,sota
